timestamp,transaction_id,customer_id,transaction_total,merchant_category,payment_method,region,total_quantity,total_quantity_7d,reported_transaction_total,is_fraud,reasoning
2023-11-23,8e163881,2a05a845be95497fb8394bc57d76c73a,6259368,Groceries,Credit Card,Surabaya,79,84.95,6259368,0,"Neither condition was met. 0 equals 0, and 0.93 is less than 2.0."
2024-04-08,03fafe95,d34f1d62620a4e26b7a9c8f4f807f69f,8453677,Electronics,PayPal,Jakarta,72,43.37,7101088,1,"The value -1352589 is not equal to 0, indicating a discrepancy in transaction totals, which meets the first fraud condition."
2024-01-14,f1bd762a,7fba0d42cc92428798f6ca5f8f8d90bb,104468,Groceries,Credit Card,Jakarta,61,34.46,104468,0,The first condition (0 != 0) is impossible as 0 always equals 0. The second condition (1.77 >= 2.0) is false since 1.77 is less than 2.0. Neither fraud indicator is met.
2022-01-02,e009d1ae,3e97ce3d9e03422f8ee8cb3b4ea38447,80552,Sports,Credit Card,Jakarta,56,82.35,80552,0,"Neither condition was met. 0 equals 0 (no discrepancy), and 0.68 is less than 2.0 (no significant quantity increase)."
2024-12-19,8a43b417,2e4fd9c91da044548d1bfab871d0548f,3702868,Electronics,Credit Card,Surabaya,77,51.33,3702868,0,"Neither condition was met. The first condition (0 != 0) is always false, and the second condition (1.5 >= 2.0) is also false."
2024-01-10,f4103c3b,26144040d4ba40988ed6a889105e263c,5893636,Clothing,Credit Card,Jakarta,21,15.79,5893636,0,"Neither condition was met. The first condition (0 != 0) is always false, and the second condition (1.33 >= 2.0) is also false."
2021-07-27,f11e2264,bf1c1a61f33f4ab399b045b083d7a0d9,4386413,Groceries,Debit Card,Bandung,86,136.51,4386413,0,"Neither condition was met. The value 0 equals 0 (no discrepancy), and 0.63 is less than 2.0 (no significant quantity increase)."
2023-09-08,4f174527,4da8a65ce34a4b529dea74ce65dc8759,3260786,Clothing,Bank Transfer,Jakarta,63,36.0,3260786,0,"Neither condition was met. 0 equals 0 (no discrepancy), and 1.75 is less than 2.0 (no significant quantity increase)."
2025-04-01,88214f3d,2d750b0e2a174725a6ecf9cdf3673dae,3338036,Clothing,PayPal,Medan,76,18.91,3338036,1,"The transaction is fraudulent because 4.02 is greater than or equal to 2.0, satisfying the second condition for potential fraud."
2022-07-30,9e7f009d,f83f37b69e1e4e6f94606d8085490c8d,7469336,Clothing,Credit Card,Surabaya,20,6.83,7469336,1,"The transaction is fraudulent because 2.93 is greater than or equal to 2.0, meeting condition 2."
2025-01-23,a57a5332,bafcf5e872074a21a93014973dbfb4a2,2256860,Home & Garden,Debit Card,Surabaya,21,16.03,1512096,1,"The transaction has a discrepancy in totals (-744764 ≠ 0), which meets the first fraud condition."
2021-05-23,d3655a80,4d5c8805f99b4659ad0ef35bdcab7eaa,2865316,Home & Garden,Bank Transfer,Jakarta,13,7.43,2865316,0,"Neither condition is met. 0 equals 0, and 1.75 is less than 2.0."
2025-12-14,d264a6cc,c30ce51b39714c16b529286b7c847ca6,9787355,Clothing,Credit Card,Jakarta,92,176.92,9787355,0,"Neither condition is met. The value 0 equals 0 (no discrepancy), and 0.52 is less than 2.0 (no significant quantity increase)."
2025-11-06,3768b105,3e754fab407c4a0cb0193309038d5099,1641849,Electronics,Bank Transfer,Jakarta,58,29.74,1641849,0,"Neither condition was met. The first condition checks if 0 != 0 (which is always false), and the second condition checks if 1.95 >= 2.0 (which is false). Since neither condition indicates fraud, the transaction is classified as non-fraudulent."
2022-12-20,2a727949,c9744519a30c4e3f935f6d53037eab81,9400471,Electronics,Bank Transfer,Surabaya,72,97.3,9400471,0,"Neither condition was met. The first condition checks if 0 is not equal to 0 (which is false), and the second condition checks if 0.74 is >= 2.0 (which is also false)."
2022-01-02,0c607e31,a6baf7eccaf44c948b97e62c406d1fa1,644856,Sports,Credit Card,Jakarta,33,44.59,644856,0,"Neither condition was met. The first condition checks if 0 ≠ 0 (which is false), and the second condition checks if 0.74 ≥ 2.0 (which is also false). Therefore, no fraud indicators were found."
2022-04-30,dd9d82ea,b2a1fb8462364e2d915de319c22a4c58,5294406,Electronics,Bank Transfer,Jakarta,46,46.94,5294406,0,"Neither condition is met. The first condition (0 != 0) is always false, and 0.98 is less than 2.0, so no fraud indicators are present."
2022-06-20,ad672b4e,28ded38cbb234f13bec219fd164eb37c,5907717,Sports,Debit Card,Bandung,15,10.49,5907717,0,"Neither condition was met. The first condition checks if 0 != 0 (which is false), and the second condition checks if 1.43 >= 2.0 (which is also false)."
2024-11-17,f8e3a999,92c76ae953e94f61b9d12e976cce478a,6454287,Clothing,Credit Card,Jakarta,50,46.3,6454287,0,"Neither condition was met. 0 equals 0 (no discrepancy), and 1.08 is less than 2.0 (no significant quantity increase)."
2023-05-09,fca6b640,76a563641737419d9553311325429579,3073242,Electronics,Credit Card,Medan,55,32.93,3073242,0,Neither condition was met. 0 equals 0 (no discrepancy) and 1.67 is less than 2.0 (no significant quantity increase).
2021-10-19,81aac510,db1f1c335cb4478eb5913717f1cc2b4c,7729645,Groceries,Debit Card,Surabaya,86,64.18,7729645,0,"Neither condition was met. 0 is equal to 0, and 1.34 is less than 2.0."
2021-11-10,c378629f,1f6d2abe6ec34705a3b097bf75a1cc23,1623821,Home & Garden,Debit Card,Jakarta,71,93.42,1623821,0,"Neither condition was met. The value 0 equals 0 (no discrepancy), and 0.76 is less than 2.0 (no significant quantity increase)."
2022-08-10,24be4dfe,5779843b376a48519ea74be4a8889f5b,5081668,Home & Garden,Bank Transfer,Jakarta,78,16.05,5081668,1,"The transaction is classified as fraudulent because the value 4.86 is greater than or equal to 2.0, satisfying the second condition for potential fraud."
2021-03-07,9c865916,dc5ab7d9e54f42c58ae1e2dade7902f1,3040152,Home & Garden,Credit Card,Jakarta,78,39.0,3040152,1,"The transaction meets the second condition where 2.0 is greater than or equal to 2.0, indicating potential fraud."
2025-06-14,bb5cd880,c1a1161321fb4aa1b7fb5405fc6552a7,3107174,Groceries,Bank Transfer,Jakarta,31,15.98,3107174,0,Neither condition is met. 0 equals 0 (no discrepancy) and 1.94 is less than 2.0 (no significant quantity increase).
2022-09-22,8e955aa0,56a11316ccd94059934b3e12601e40e4,4793254,Clothing,Bank Transfer,Surabaya,36,50.7,4793254,0,"Neither condition was met. 0 equals 0, and 0.71 is less than 2.0."
2022-01-27,2686f339,6fd6623ddd14450aa7fc713ff9c8c0b1,5928187,Home & Garden,Debit Card,Bandung,15,15.46,5928187,0,"Neither condition was met. 0 equals 0 (no discrepancy), and 0.97 is less than 2.0 (no significant quantity increase)."
2021-02-06,2b6b34ff,894c8b0fec514c3695d2833d15efc243,1008309,Groceries,Credit Card,Bandung,85,68.0,1008309,0,"Neither condition is met. The first condition (0 ≠ 0) is logically impossible, and the second condition (1.25 ≥ 2.0) is false. Therefore, no fraud indicators are present."
2025-03-19,9834e0bb,c2abb9f8de6c4904b14f378d2f2b26e6,702524,Electronics,PayPal,Jakarta,6,1.75,224807,1,Both conditions are met: -477717 is not equal to 0 (indicating a discrepancy) and 3.43 is greater than or equal to 2.0 (suggesting a significant quantity increase).
2024-06-08,0dc2e0dc,ee35161939c74600b166122fa43c5fa2,1695117,Clothing,Debit Card,Surabaya,47,52.81,1695117,0,"Neither condition was met. 0 is equal to 0, and 0.89 is less than 2.0."
2024-10-30,eb9cf4c8,e282d00771144dbb8a908fa8fc8081f8,5088296,Home & Garden,Debit Card,Jakarta,93,67.88,5088296,0,"Neither condition was met. The first condition checks if 0 is not equal to 0 (which is always false), and the second condition checks if 1.37 is >= 2.0 (which is false). Therefore, no fraud indicators were found."
2023-07-03,407f65c7,5070804533224096b734692f65899fea,9466943,Groceries,PayPal,Jakarta,17,8.63,9466943,0,"Neither condition was met. 0 equals 0, and 1.97 is less than 2.0."
2024-06-26,2235d707,97693c7100ca404b9f72b1c4112c2825,5007621,Sports,PayPal,Jakarta,92,52.87,5007621,0,"Neither condition was met. The first condition checks if 0 is not equal to 0 (which is always false), and the second condition checks if 1.74 is >= 2.0 (which is false). Since neither condition indicates fraud, the transaction is classified as non-fraudulent."
2022-09-07,a31c4a9e,53b6c491b62848e5838e0c56df796063,6552765,Clothing,Bank Transfer,Bandung,34,61.82,3276382,1,"The value -3276383 is not equal to 0, indicating a discrepancy in transaction totals, which is a strong indicator of potential fraud."
2023-11-21,b82d3327,5e755cc12f6e4a8e92b1d71e293e4daf,5210117,Electronics,Credit Card,Jakarta,70,36.08,5210117,0,"Neither condition was met. 0 equals 0, and 1.94 is less than 2.0."
2025-01-12,24e6eafd,3eaa32d489e44138af78a8a74646fb30,4153985,Sports,Credit Card,Medan,8,11.94,4153985,0,"Neither condition was met. The first condition checks if 0 ≠ 0 (which is always false), and the second condition checks if 0.67 ≥ 2.0 (which is also false)."
2023-10-01,e05a1cbd,f29e2a85c82843e09c65423178fc6d8a,8433451,Home & Garden,Bank Transfer,Medan,65,75.58,8433451,0,"Neither condition is met. The first condition checks if 0 is not equal to 0 (which is always false), and the second condition checks if 0.86 is >= 2.0 (which is false). Therefore, no fraud indicators are present."
2021-06-27,de57644d,13646bb822f34697813a6c29fe8986e0,4357372,Sports,Debit Card,Jakarta,34,30.09,4357372,0,"Neither condition was met. The value 0 equals 0 (no discrepancy), and 1.13 is less than 2.0 (no significant quantity increase)."
2021-12-10,4a3d917d,bd98ec15fece4073994949dbf588dde1,3444949,Groceries,Bank Transfer,Surabaya,65,73.03,3444949,0,"Neither condition is met. 0 is equal to 0, and 0.89 is less than 2.0."
2023-03-13,44ff652f,16b07514a383427aae0d7b1f99ee02c9,5932045,Groceries,Bank Transfer,Bandung,84,52.17,5932045,0,"Neither condition was met. The first condition (0 != 0) is always false, and 1.61 is less than 2.0, so no fraud indicators were found."
2024-10-17,db40a722,982b374c241e4018a60139a4369326ba,5375334,Groceries,Bank Transfer,Jakarta,5,6.17,5375334,0,"Neither condition is met. 0 equals 0 (no discrepancy), and 0.81 is less than 2.0 (no significant quantity increase)."
2025-05-16,f550da2c,1e59a2684b554a43a912cbf59f0b02df,8816287,Groceries,Bank Transfer,Bandung,72,71.29,8816287,0,"Neither condition is met. 0 is equal to 0, and 1.01 is less than 2.0."
2023-10-30,23ec4eab,9b731be587d2423c8bd4a6c2fed1ca9d,8919307,Groceries,Credit Card,Medan,50,28.57,8919307,0,"Neither condition is met. 0 equals 0, and 1.75 is less than 2.0."
2025-06-25,b9c9bae5,79f89bff77ee4f61bbc150365de1b60c,8851299,Groceries,Debit Card,Medan,10,8.06,8851299,0,"Neither condition was met. The first condition checks if 0 is not equal to 0 (which is always false), and the second condition checks if 1.24 is >= 2.0 (which is false). Since neither condition indicates fraud, the transaction is classified as non-fraudulent."
2022-09-13,d0a0c945,b5fc3854349b4a2ba3c021e4b019e132,7567160,Sports,Bank Transfer,Jakarta,87,44.16,7567160,0,"Neither condition was met. The first condition checks if 0 ≠ 0 (which is false), and the second condition checks if 1.97 ≥ 2.0 (which is also false)."
2022-09-27,b37e54b3,5fe40cf050db40fc81b22ccc5740efd4,8423606,Home & Garden,Bank Transfer,Semarang,79,63.2,8423606,0,"Neither condition was met. The first condition (0 != 0) is always false, and the second condition (1.25 >= 2.0) is also false."
2024-04-24,11242988,bd06f028c0724157bdf8053495aed904,6040950,Clothing,Credit Card,Semarang,89,91.75,6040950,0,"Neither condition was met. The value 0 equals 0 (no discrepancy), and 0.97 is less than 2.0 (no significant quantity increase)."
2025-08-11,449b2482,5d80b241f7c64293a9b57c7e359f8ce6,7341642,Clothing,Bank Transfer,Medan,62,106.9,7341642,0,"Neither condition was met. The first condition checks if 0 is not equal to 0 (which is false), and the second condition checks if 0.58 is >= 2.0 (which is also false)."
2022-01-28,c18dc916,77d0f9874cd9486fa42b9b3ba09e3ec4,7802469,Electronics,Bank Transfer,Medan,17,20.24,7802469,0,"Neither condition was met. The first condition checks if 0 is not equal to 0 (which is always false), and the second condition checks if 0.84 is >= 2.0 (which is false)."
2022-05-23,bcd07d86,222d2abac38d4142b73578f3cf905a13,3325990,Groceries,Bank Transfer,Surabaya,30,24.19,3325990,0,"Neither condition was met. 0 is equal to 0, and 1.24 is less than 2.0."
2024-07-14,605c14bb,6d6593c0998b4f93a84adc5d216fc3bd,7337197,Groceries,Credit Card,Bandung,30,21.13,7337197,0,"Neither condition was met. The first condition checks if 0 != 0 (which is always false), and the second condition checks if 1.42 >= 2.0 (which is false). Since neither condition indicates fraud, the transaction is classified as non-fraudulent."
2023-12-01,8ec975d5,5b54fae1e9e045e5988c401758cfdb52,6577200,Sports,PayPal,Bandung,81,41.12,6577200,0,"Neither condition was met. The first condition checks if 0 != 0 (which is always false), and the second condition checks if 1.97 >= 2.0 (which is false). Since neither condition indicates fraud, the transaction is classified as non-fraudulent."
2024-01-06,c3739b21,c047711daf574c85a927c1c664796d5b,4372194,Groceries,Debit Card,Surabaya,77,46.39,4372194,0,"Neither condition was met. 0 equals 0 (no discrepancy), and 1.66 is less than 2.0 (no significant quantity increase)."
2021-04-03,525e4098,cd3c6b8580804c0ba3f32f05233fc696,6006174,Clothing,Bank Transfer,Surabaya,6,8.7,6006174,0,"Neither condition was met. The first condition (0 != 0) is always false, and the second condition (0.69 >= 2.0) is also false."
2024-08-05,6df20b13,6db3826cf9f749078458279cdd779bc7,3508021,Electronics,PayPal,Jakarta,29,53.7,3508021,0,"Neither condition was met. The first condition checks if 0 is not equal to 0 (which is always false), and the second condition checks if 0.54 is >= 2.0 (which is false). Therefore, no fraud indicators were found."
2023-09-15,427e4d86,1e7fbf8dcb2249448632f4cb752a030a,6243454,Groceries,PayPal,Jakarta,10,18.52,6243454,0,"Neither condition was met. The value 0 equals 0 (no discrepancy), and 0.54 is less than 2.0 (no significant quantity increase)."
2025-06-11,17203551,a907dd0797ec43bebbcc03214dd57f67,657176,Electronics,PayPal,Bandung,12,6.35,657176,0,"Neither condition was met. The value 0 is always equal to 0, and 1.89 is less than 2.0, so no fraud indicators were found."
2025-10-26,48abe81d,226a8fc8f10d43599dc73572af4f2ffd,8459770,Electronics,PayPal,Medan,37,48.05,8459770,0,"Neither condition is met. The first condition checks if 0 ≠ 0 (which is false), and the second condition checks if 0.77 ≥ 2.0 (which is also false)."
2022-04-27,eef5cc09,d9b3cec9862e436b801863ac8ecc1094,7062091,Groceries,Debit Card,Semarang,57,30.32,7062091,0,"Neither condition was met. The first condition (0 ≠ 0) is impossible, and 1.88 is less than 2.0, so no fraud indicators were found."
2023-12-26,5bad82f3,37f2f3c495db420483f86ff818356977,7485395,Electronics,PayPal,Jakarta,58,52.73,7485395,0,"Neither condition is met. Condition 1 (0 != 0) is always false, and Condition 2 (1.1 >= 2.0) is false. Therefore, no fraud indicators are present."
2024-04-10,e22e0885,43484f9c587545bb84694c89fc91b873,2565579,Clothing,Credit Card,Jakarta,14,15.56,2565579,0,"Neither condition was met. The first condition (0 != 0) is inherently false, and the second condition (0.9 >= 2.0) is also false. Therefore, no indicators of fraud were detected."
2024-02-24,67e6cb5b,a09ce174e1e345f0ab9087a07cb5b7e3,5249722,Clothing,Debit Card,Medan,93,60.39,5249722,0,"Neither condition was met. 0 equals 0 (no discrepancy), and 1.54 is less than 2.0 (no significant quantity increase)."
2023-10-23,ed79f08a,f8981aaa95b4401fbfc2958954e4d5c8,1029916,Clothing,Debit Card,Medan,14,7.61,1029916,0,"Neither condition was met. 0 equals 0, and 1.84 is less than 2.0."
2022-01-17,d12a9d83,2c1882f7596d45ecbf81e7899f3ef217,4193870,Clothing,Bank Transfer,Medan,30,37.5,4193870,0,"Neither condition was met. The first condition (0 ≠ 0) is logically impossible, and 0.8 is less than 2.0."
2023-03-27,6baefc71,a241d15591cd46a0a8ffaa46a0e9b0d4,6391129,Home & Garden,Debit Card,Medan,80,51.95,6391129,0,"Neither condition is met. The first condition checks if 0 != 0 (which is always false), and the second condition checks if 1.54 >= 2.0 (which is false). Therefore, no fraud indicators are present."
2025-04-28,a60a0082,4620280dd8b0442587298bff5663280c,4791145,Electronics,Credit Card,Medan,28,5.89,4791145,1,"The transaction is classified as fraudulent because the second condition is met: 4.75 is greater than or equal to 2.0, indicating a significant increase in quantity compared to the average."
2022-07-02,c0d3b70e,c2676615136a44099d3d7888f5d58edc,3013206,Groceries,Bank Transfer,Jakarta,95,153.23,3013206,0,"Neither condition was met. The value 0 equals 0 (no discrepancy), and 0.62 is less than 2.0 (no significant quantity increase)."
2022-04-25,d5a2a80a,91c3bbbe8fcd4cc284b1318eb1af2c95,648078,Electronics,PayPal,Bandung,18,34.62,648078,0,"Neither condition was met. 0 equals 0, and 0.52 is less than 2.0."
2022-03-28,87331f00,87e9acc26b4647169d5e2095977f0f24,3450078,Groceries,Credit Card,Jakarta,37,47.44,3450078,0,"Neither condition is met. The first condition checks if 0 is not equal to 0 (which is always false), and the second condition checks if 0.78 is >= 2.0 (which is false). Therefore, the transaction is not fraudulent."
2025-05-23,66966ce8,a812ad1193604c3f9c3eeb3d46dd17a9,8945240,Groceries,Bank Transfer,Surabaya,33,58.93,8945240,0,"Neither condition was met. The value 0 is equal to 0 (no discrepancy), and 0.56 is less than 2.0 (no significant quantity increase)."
